"command_id","indicator_id","indicator_type"
"get-domainsid","indicator_1528","success"
"get-domainsid","indicator_1529","failure"
"get-domainsid","indicator_1530","failure"
"get-domainsid","indicator_1531","failure"
"invoke-bloodhound","indicator_1532","success"
"invoke-bloodhound","indicator_1533","success"
"invoke-bloodhound","indicator_1534","success"
"invoke-bloodhound","indicator_1535","success"
"invoke-bloodhound","indicator_1536","failure"
"invoke-bloodhound","indicator_1537","failure"
"invoke-bloodhound","indicator_1538","failure"
"invoke-bloodhound","indicator_1539","failure"
"kerbrute-userenum-ad","indicator_1540","success"
"kerbrute-userenum-ad","indicator_1541","success"
"kerbrute-userenum-ad","indicator_1542","success"
"kerbrute-userenum-ad","indicator_1543","failure"
"kerbrute-userenum-ad","indicator_1544","failure"
"kerbrute-userenum-ad","indicator_1545","failure"
"crackmapexec-rid-cycling","indicator_1546","success"
"crackmapexec-rid-cycling","indicator_1547","success"
"crackmapexec-rid-cycling","indicator_1548","success"
"crackmapexec-rid-cycling","indicator_1549","success"
"crackmapexec-rid-cycling","indicator_1550","failure"
"crackmapexec-rid-cycling","indicator_1551","failure"
"crackmapexec-rid-cycling","indicator_1552","failure"
"ldapsearch-users-ad","indicator_1553","success"
"ldapsearch-users-ad","indicator_1554","success"
"ldapsearch-users-ad","indicator_1555","success"
"ldapsearch-users-ad","indicator_1556","failure"
"ldapsearch-users-ad","indicator_1557","failure"
"ldapsearch-users-ad","indicator_1558","failure"
"ldapsearch-users-ad","indicator_1559","failure"
"enum4linux-users-ad","indicator_1560","success"
"enum4linux-users-ad","indicator_1561","success"
"enum4linux-users-ad","indicator_1562","success"
"enum4linux-users-ad","indicator_1563","failure"
"enum4linux-users-ad","indicator_1564","failure"
"enum4linux-users-ad","indicator_1565","failure"
"spray-passwords-ldap","indicator_1566","success"
"spray-passwords-ldap","indicator_1567","success"
"spray-passwords-ldap","indicator_1568","success"
"spray-passwords-ldap","indicator_1569","failure"
"spray-passwords-ldap","indicator_1570","failure"
"spray-passwords-ldap","indicator_1571","failure"
"crackmapexec-smb-spray","indicator_1572","success"
"crackmapexec-smb-spray","indicator_1573","success"
"crackmapexec-smb-spray","indicator_1574","success"
"crackmapexec-smb-spray","indicator_1575","failure"
"crackmapexec-smb-spray","indicator_1576","failure"
"crackmapexec-smb-spray","indicator_1577","failure"
"crackmapexec-smb-spray","indicator_1578","failure"
"kerbrute-passwordspray","indicator_1579","success"
"kerbrute-passwordspray","indicator_1580","success"
"kerbrute-passwordspray","indicator_1581","success"
"kerbrute-passwordspray","indicator_1582","failure"
"kerbrute-passwordspray","indicator_1583","failure"
"kerbrute-passwordspray","indicator_1584","failure"
"crackmapexec-winrm-spray","indicator_1585","success"
"crackmapexec-winrm-spray","indicator_1586","success"
"crackmapexec-winrm-spray","indicator_1587","success"
"crackmapexec-winrm-spray","indicator_1588","failure"
"crackmapexec-winrm-spray","indicator_1589","failure"
"crackmapexec-winrm-spray","indicator_1590","failure"
"petitpotam-coerce","indicator_1591","success"
"petitpotam-coerce","indicator_1592","success"
"petitpotam-coerce","indicator_1593","success"
"petitpotam-coerce","indicator_1594","failure"
"petitpotam-coerce","indicator_1595","failure"
"coercer-coerce","indicator_1596","success"
"coercer-coerce","indicator_1597","success"
"coercer-coerce","indicator_1598","failure"
"coercer-coerce","indicator_1599","failure"
"printerbug-trigger","indicator_1600","success"
"printerbug-trigger","indicator_1601","success"
"printerbug-trigger","indicator_1602","failure"
"printerbug-trigger","indicator_1603","failure"
"dfscoerce-trigger","indicator_1604","success"
"dfscoerce-trigger","indicator_1605","success"
"dfscoerce-trigger","indicator_1606","failure"
"dfscoerce-trigger","indicator_1607","failure"
"ntlmrelayx-adcs","indicator_1608","success"
"ntlmrelayx-adcs","indicator_1609","success"
"ntlmrelayx-adcs","indicator_1610","failure"
"ntlmrelayx-adcs","indicator_1611","failure"
"ad-dcsync-mimikatz-user","indicator_1612","success"
"ad-dcsync-mimikatz-user","indicator_1613","success"
"ad-dcsync-mimikatz-user","indicator_1614","success"
"ad-dcsync-mimikatz-user","indicator_1615","success"
"ad-dcsync-mimikatz-user","indicator_1616","success"
"ad-dcsync-mimikatz-user","indicator_1617","success"
"ad-dcsync-mimikatz-user","indicator_1618","success"
"ad-dcsync-mimikatz-user","indicator_1619","success"
"ad-dcsync-mimikatz-user","indicator_1620","failure"
"ad-dcsync-mimikatz-user","indicator_1621","failure"
"ad-dcsync-mimikatz-user","indicator_1622","failure"
"ad-dcsync-mimikatz-user","indicator_1623","failure"
"ad-dcsync-mimikatz-user","indicator_1624","failure"
"ad-dcsync-mimikatz-user","indicator_1625","failure"
"ad-dcsync-mimikatz-krbtgt","indicator_1626","success"
"ad-dcsync-mimikatz-krbtgt","indicator_1627","success"
"ad-dcsync-mimikatz-krbtgt","indicator_1628","success"
"ad-dcsync-mimikatz-krbtgt","indicator_1629","success"
"ad-dcsync-mimikatz-krbtgt","indicator_1630","success"
"ad-dcsync-mimikatz-krbtgt","indicator_1631","success"
"ad-dcsync-mimikatz-krbtgt","indicator_1632","failure"
"ad-dcsync-mimikatz-krbtgt","indicator_1633","failure"
"ad-dcsync-mimikatz-krbtgt","indicator_1634","failure"
"ad-dcsync-mimikatz-administrator","indicator_1635","success"
"ad-dcsync-mimikatz-administrator","indicator_1636","success"
"ad-dcsync-mimikatz-administrator","indicator_1637","success"
"ad-dcsync-mimikatz-administrator","indicator_1638","success"
"ad-dcsync-mimikatz-administrator","indicator_1639","success"
"ad-dcsync-mimikatz-administrator","indicator_1640","failure"
"ad-dcsync-mimikatz-administrator","indicator_1641","failure"
"ad-golden-ticket-dcsync-krbtgt","indicator_1642","success"
"ad-golden-ticket-dcsync-krbtgt","indicator_1643","success"
"ad-golden-ticket-dcsync-krbtgt","indicator_1644","success"
"ad-golden-ticket-dcsync-krbtgt","indicator_1645","success"
"ad-golden-ticket-dcsync-krbtgt","indicator_1646","success"
"ad-golden-ticket-dcsync-krbtgt","indicator_1647","failure"
"ad-golden-ticket-dcsync-krbtgt","indicator_1648","failure"
"ad-golden-ticket-dcsync-krbtgt","indicator_1649","failure"
"ad-golden-ticket-dcsync-krbtgt","indicator_1650","failure"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1651","success"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1652","success"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1653","success"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1654","success"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1655","success"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1656","success"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1657","failure"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1658","failure"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1659","failure"
"ad-golden-ticket-lsa-dump-krbtgt","indicator_1660","failure"
"ad-golden-ticket-purge-tickets","indicator_1661","success"
"ad-golden-ticket-purge-tickets","indicator_1662","success"
"ad-golden-ticket-purge-tickets","indicator_1663","failure"
"ad-golden-ticket-purge-tickets","indicator_1664","failure"
"ad-golden-ticket-purge-tickets","indicator_1665","failure"
"ad-golden-ticket-mimikatz-create","indicator_1666","success"
"ad-golden-ticket-mimikatz-create","indicator_1667","success"
"ad-golden-ticket-mimikatz-create","indicator_1668","success"
"ad-golden-ticket-mimikatz-create","indicator_1669","success"
"ad-golden-ticket-mimikatz-create","indicator_1670","success"
"ad-golden-ticket-mimikatz-create","indicator_1671","success"
"ad-golden-ticket-mimikatz-create","indicator_1672","success"
"ad-golden-ticket-mimikatz-create","indicator_1673","success"
"ad-golden-ticket-mimikatz-create","indicator_1674","failure"
"ad-golden-ticket-mimikatz-create","indicator_1675","failure"
"ad-golden-ticket-mimikatz-create","indicator_1676","failure"
"ad-golden-ticket-mimikatz-create","indicator_1677","failure"
"ad-golden-ticket-rubeus-create","indicator_1678","success"
"ad-golden-ticket-rubeus-create","indicator_1679","success"
"ad-golden-ticket-rubeus-create","indicator_1680","success"
"ad-golden-ticket-rubeus-create","indicator_1681","success"
"ad-golden-ticket-rubeus-create","indicator_1682","success"
"ad-golden-ticket-rubeus-create","indicator_1683","success"
"ad-golden-ticket-rubeus-create","indicator_1684","success"
"ad-golden-ticket-rubeus-create","indicator_1685","success"
"ad-golden-ticket-rubeus-create","indicator_1686","failure"
"ad-golden-ticket-rubeus-create","indicator_1687","failure"
"ad-golden-ticket-rubeus-create","indicator_1688","failure"
"ad-golden-ticket-rubeus-create","indicator_1689","failure"
"ad-golden-ticket-verify-klist","indicator_1690","success"
"ad-golden-ticket-verify-klist","indicator_1691","success"
"ad-golden-ticket-verify-klist","indicator_1692","success"
"ad-golden-ticket-verify-klist","indicator_1693","success"
"ad-golden-ticket-verify-klist","indicator_1694","success"
"ad-golden-ticket-verify-klist","indicator_1695","success"
"ad-golden-ticket-verify-klist","indicator_1696","failure"
"ad-golden-ticket-verify-klist","indicator_1697","failure"
"ad-golden-ticket-verify-klist","indicator_1698","failure"
"ad-golden-ticket-verify-klist","indicator_1699","failure"
"ad-golden-ticket-psexec-use","indicator_1700","success"
"ad-golden-ticket-psexec-use","indicator_1701","success"
"ad-golden-ticket-psexec-use","indicator_1702","success"
"ad-golden-ticket-psexec-use","indicator_1703","success"
"ad-golden-ticket-psexec-use","indicator_1704","success"
"ad-golden-ticket-psexec-use","indicator_1705","success"
"ad-golden-ticket-psexec-use","indicator_1706","success"
"ad-golden-ticket-psexec-use","indicator_1707","failure"
"ad-golden-ticket-psexec-use","indicator_1708","failure"
"ad-golden-ticket-psexec-use","indicator_1709","failure"
"ad-golden-ticket-psexec-use","indicator_1710","failure"
"ad-golden-ticket-psexec-use","indicator_1711","failure"
"ad-golden-ticket-cleanup","indicator_1712","success"
"ad-golden-ticket-cleanup","indicator_1713","success"
"ad-golden-ticket-cleanup","indicator_1714","success"
"ad-golden-ticket-cleanup","indicator_1715","failure"
"ad-golden-ticket-cleanup","indicator_1716","failure"
"ad-golden-ticket-ticketer-create","indicator_1717","success"
"ad-golden-ticket-ticketer-create","indicator_1718","success"
"ad-golden-ticket-ticketer-create","indicator_1719","failure"
"ad-golden-ticket-ticketer-create","indicator_1720","failure"
"kerberos-time-sync","indicator_1721","success"
"kerberos-time-sync","indicator_1722","success"
"kerberos-time-sync","indicator_1723","failure"
"kerberos-rubeus-asktgt","indicator_1724","success"
"kerberos-rubeus-asktgt","indicator_1725","success"
"kerberos-rubeus-asktgt","indicator_1726","failure"
"kerberos-rubeus-asktgt","indicator_1727","failure"
"impacket-getnpusers-asreproast","indicator_1728","success"
"impacket-getnpusers-asreproast","indicator_1729","success"
"impacket-getnpusers-asreproast","indicator_1730","success"
"impacket-getnpusers-asreproast","indicator_1731","success"
"impacket-getnpusers-asreproast","indicator_1732","failure"
"impacket-getnpusers-asreproast","indicator_1733","failure"
"impacket-getnpusers-asreproast","indicator_1734","failure"
"impacket-getnpusers-identify","indicator_1735","success"
"impacket-getnpusers-identify","indicator_1736","success"
"impacket-getnpusers-identify","indicator_1737","success"
"impacket-getnpusers-identify","indicator_1738","success"
"impacket-getnpusers-identify","indicator_1739","failure"
"impacket-getnpusers-identify","indicator_1740","failure"
"rubeus-asreproast","indicator_1741","success"
"rubeus-asreproast","indicator_1742","success"
"rubeus-asreproast","indicator_1743","success"
"rubeus-asreproast","indicator_1744","success"
"rubeus-asreproast","indicator_1745","failure"
"rubeus-asreproast","indicator_1746","failure"
"rubeus-asreproast","indicator_1747","failure"
"powerview-asreproast-identify","indicator_1748","success"
"powerview-asreproast-identify","indicator_1749","success"
"powerview-asreproast-identify","indicator_1750","success"
"powerview-asreproast-identify","indicator_1751","failure"
"powerview-asreproast-identify","indicator_1752","failure"
"targeted-asreproast-set","indicator_1753","success"
"targeted-asreproast-set","indicator_1754","success"
"targeted-asreproast-set","indicator_1755","failure"
"targeted-asreproast-set","indicator_1756","failure"
"targeted-asreproast-cleanup","indicator_1757","success"
"targeted-asreproast-cleanup","indicator_1758","success"
"targeted-asreproast-cleanup","indicator_1759","failure"
"enter-pssession","indicator_1760","success"
"enter-pssession","indicator_1761","success"
"enter-pssession","indicator_1762","success"
"enter-pssession","indicator_1763","failure"
"enter-pssession","indicator_1764","failure"
"enter-pssession","indicator_1765","failure"
"enter-pssession","indicator_1766","failure"
"invoke-command","indicator_1767","success"
"invoke-command","indicator_1768","success"
"invoke-command","indicator_1769","success"
"invoke-command","indicator_1770","failure"
"invoke-command","indicator_1771","failure"
"invoke-command","indicator_1772","failure"
"test-wsman-connectivity","indicator_1773","success"
"test-wsman-connectivity","indicator_1774","success"
"test-wsman-connectivity","indicator_1775","success"
"test-wsman-connectivity","indicator_1776","success"
"test-wsman-connectivity","indicator_1777","failure"
"test-wsman-connectivity","indicator_1778","failure"
"test-wsman-connectivity","indicator_1779","failure"
"test-wsman-connectivity","indicator_1780","failure"
"enable-psremoting","indicator_1781","success"
"enable-psremoting","indicator_1782","success"
"enable-psremoting","indicator_1783","success"
"enable-psremoting","indicator_1784","success"
"enable-psremoting","indicator_1785","failure"
"enable-psremoting","indicator_1786","failure"
"enable-psremoting","indicator_1787","failure"
"test-admin-share-access","indicator_1788","success"
"test-admin-share-access","indicator_1789","success"
"test-admin-share-access","indicator_1790","success"
"test-admin-share-access","indicator_1791","failure"
"test-admin-share-access","indicator_1792","failure"
"test-admin-share-access","indicator_1793","failure"
"test-admin-share-access","indicator_1794","failure"
"net-use-admin-share","indicator_1795","success"
"net-use-admin-share","indicator_1796","success"
"net-use-admin-share","indicator_1797","success"
"net-use-admin-share","indicator_1798","failure"
"net-use-admin-share","indicator_1799","failure"
"net-use-admin-share","indicator_1800","failure"
"net-use-admin-share","indicator_1801","failure"
"dir-admin-share","indicator_1802","success"
"dir-admin-share","indicator_1803","success"
"dir-admin-share","indicator_1804","success"
"dir-admin-share","indicator_1805","failure"
"dir-admin-share","indicator_1806","failure"
"dir-admin-share","indicator_1807","failure"
"dir-admin-share","indicator_1808","failure"
"copy-file-admin-share","indicator_1809","success"
"copy-file-admin-share","indicator_1810","success"
"copy-file-admin-share","indicator_1811","success"
"copy-file-admin-share","indicator_1812","failure"
"copy-file-admin-share","indicator_1813","failure"
"copy-file-admin-share","indicator_1814","failure"
"copy-file-admin-share","indicator_1815","failure"
"ad-vssadmin-list-shadows","indicator_1816","success"
"ad-vssadmin-list-shadows","indicator_1817","success"
"ad-vssadmin-list-shadows","indicator_1818","success"
"ad-vssadmin-list-shadows","indicator_1819","success"
"ad-vssadmin-list-shadows","indicator_1820","failure"
"ad-vssadmin-list-shadows","indicator_1821","failure"
"ad-vssadmin-list-shadows","indicator_1822","failure"
"ad-check-vss-service","indicator_1823","success"
"ad-check-vss-service","indicator_1824","success"
"ad-check-vss-service","indicator_1825","success"
"ad-check-vss-service","indicator_1826","failure"
"ad-check-vss-service","indicator_1827","failure"
"ad-check-vss-service","indicator_1828","failure"
"ad-vssadmin-create-shadow","indicator_1829","success"
"ad-vssadmin-create-shadow","indicator_1830","success"
"ad-vssadmin-create-shadow","indicator_1831","success"
"ad-vssadmin-create-shadow","indicator_1832","failure"
"ad-vssadmin-create-shadow","indicator_1833","failure"
"ad-vssadmin-create-shadow","indicator_1834","failure"
"ad-vssadmin-create-shadow","indicator_1835","failure"
"ad-vshadow-create-shadow","indicator_1836","success"
"ad-vshadow-create-shadow","indicator_1837","success"
"ad-vshadow-create-shadow","indicator_1838","success"
"ad-vshadow-create-shadow","indicator_1839","success"
"ad-vshadow-create-shadow","indicator_1840","failure"
"ad-vshadow-create-shadow","indicator_1841","failure"
"ad-vshadow-create-shadow","indicator_1842","failure"
"ad-vshadow-create-shadow","indicator_1843","failure"
"ad-diskshadow-create-shadow","indicator_1844","success"
"ad-diskshadow-create-shadow","indicator_1845","success"
"ad-diskshadow-create-shadow","indicator_1846","success"
"ad-diskshadow-create-shadow","indicator_1847","success"
"ad-diskshadow-create-shadow","indicator_1848","failure"
"ad-diskshadow-create-shadow","indicator_1849","failure"
"ad-diskshadow-create-shadow","indicator_1850","failure"
"ad-diskshadow-create-shadow","indicator_1851","failure"
"ad-wmic-create-shadow","indicator_1852","success"
"ad-wmic-create-shadow","indicator_1853","success"
"ad-wmic-create-shadow","indicator_1854","success"
"ad-wmic-create-shadow","indicator_1855","failure"
"ad-wmic-create-shadow","indicator_1856","failure"
"ad-wmic-create-shadow","indicator_1857","failure"
"ad-wmic-create-shadow","indicator_1858","failure"
"ad-copy-ntds-from-shadow","indicator_1859","success"
"ad-copy-ntds-from-shadow","indicator_1860","success"
"ad-copy-ntds-from-shadow","indicator_1861","failure"
"ad-copy-ntds-from-shadow","indicator_1862","failure"
"ad-copy-ntds-from-shadow","indicator_1863","failure"
"ad-copy-ntds-from-shadow","indicator_1864","failure"
"ad-reg-save-system-hive","indicator_1865","success"
"ad-reg-save-system-hive","indicator_1866","success"
"ad-reg-save-system-hive","indicator_1867","failure"
"ad-reg-save-system-hive","indicator_1868","failure"
"ad-reg-save-system-hive","indicator_1869","failure"
"ad-reg-save-system-hive","indicator_1870","failure"
"ad-secretsdump-parse-ntds","indicator_1871","success"
"ad-secretsdump-parse-ntds","indicator_1872","success"
"ad-secretsdump-parse-ntds","indicator_1873","success"
"ad-secretsdump-parse-ntds","indicator_1874","success"
"ad-secretsdump-parse-ntds","indicator_1875","success"
"ad-secretsdump-parse-ntds","indicator_1876","success"
"ad-secretsdump-parse-ntds","indicator_1877","success"
"ad-secretsdump-parse-ntds","indicator_1878","failure"
"ad-secretsdump-parse-ntds","indicator_1879","failure"
"ad-secretsdump-parse-ntds","indicator_1880","failure"
"ad-secretsdump-parse-ntds","indicator_1881","failure"
"ad-secretsdump-parse-ntds","indicator_1882","failure"
"ad-vssadmin-delete-shadows","indicator_1883","success"
"ad-vssadmin-delete-shadows","indicator_1884","success"
"ad-vssadmin-delete-shadows","indicator_1885","success"
"ad-vssadmin-delete-shadows","indicator_1886","failure"
"ad-vssadmin-delete-shadows","indicator_1887","failure"
"ad-vssadmin-delete-shadows","indicator_1888","failure"
"ad-vssadmin-delete-shadows","indicator_1889","failure"
"ad-dcsync-mimikatz-single-user","indicator_1890","success"
"ad-dcsync-mimikatz-single-user","indicator_1891","success"
"ad-dcsync-mimikatz-single-user","indicator_1892","success"
"ad-dcsync-mimikatz-single-user","indicator_1893","success"
"ad-dcsync-mimikatz-single-user","indicator_1894","success"
"ad-dcsync-mimikatz-single-user","indicator_1895","success"
"ad-dcsync-mimikatz-single-user","indicator_1896","success"
"ad-dcsync-mimikatz-single-user","indicator_1897","failure"
"ad-dcsync-mimikatz-single-user","indicator_1898","failure"
"ad-dcsync-mimikatz-single-user","indicator_1899","failure"
"ad-dcsync-mimikatz-single-user","indicator_1900","failure"
"ad-dcsync-mimikatz-single-user","indicator_1901","failure"
"ad-dcsync-impacket-secretsdump-user","indicator_1902","success"
"ad-dcsync-impacket-secretsdump-user","indicator_1903","success"
"ad-dcsync-impacket-secretsdump-user","indicator_1904","success"
"ad-dcsync-impacket-secretsdump-user","indicator_1905","success"
"ad-dcsync-impacket-secretsdump-user","indicator_1906","success"
"ad-dcsync-impacket-secretsdump-user","indicator_1907","success"
"ad-dcsync-impacket-secretsdump-user","indicator_1908","success"
"ad-dcsync-impacket-secretsdump-user","indicator_1909","failure"
"ad-dcsync-impacket-secretsdump-user","indicator_1910","failure"
"ad-dcsync-impacket-secretsdump-user","indicator_1911","failure"
"ad-dcsync-impacket-secretsdump-user","indicator_1912","failure"
"ad-dcsync-impacket-secretsdump-user","indicator_1913","failure"
"ad-dcsync-check-permissions","indicator_1914","success"
"ad-dcsync-check-permissions","indicator_1915","success"
"ad-dcsync-check-permissions","indicator_1916","success"
"ad-dcsync-check-permissions","indicator_1917","success"
"ad-dcsync-check-permissions","indicator_1918","success"
"ad-dcsync-check-permissions","indicator_1919","success"
"ad-dcsync-check-permissions","indicator_1920","failure"
"ad-dcsync-check-permissions","indicator_1921","failure"
"ad-dcsync-check-permissions","indicator_1922","failure"
"ad-dcsync-check-permissions","indicator_1923","failure"
"ad-dcsync-check-permissions","indicator_1924","failure"
"ad-dcsync-check-domain-admins","indicator_1925","success"
"ad-dcsync-check-domain-admins","indicator_1926","success"
"ad-dcsync-check-domain-admins","indicator_1927","success"
"ad-dcsync-check-domain-admins","indicator_1928","success"
"ad-dcsync-check-domain-admins","indicator_1929","success"
"ad-dcsync-check-domain-admins","indicator_1930","failure"
"ad-dcsync-check-domain-admins","indicator_1931","failure"
"ad-dcsync-check-domain-admins","indicator_1932","failure"
"ad-dcsync-check-domain-admins","indicator_1933","failure"
"ad-dcsync-check-user-groups","indicator_1934","success"
"ad-dcsync-check-user-groups","indicator_1935","success"
"ad-dcsync-check-user-groups","indicator_1936","success"
"ad-dcsync-check-user-groups","indicator_1937","success"
"ad-dcsync-check-user-groups","indicator_1938","success"
"ad-dcsync-check-user-groups","indicator_1939","failure"
"ad-dcsync-check-user-groups","indicator_1940","failure"
"ad-dcsync-check-user-groups","indicator_1941","failure"
"ad-dcsync-check-replication-rights","indicator_1942","success"
"ad-dcsync-check-replication-rights","indicator_1943","success"
"ad-dcsync-check-replication-rights","indicator_1944","success"
"ad-dcsync-check-replication-rights","indicator_1945","success"
"ad-dcsync-check-replication-rights","indicator_1946","success"
"ad-dcsync-check-replication-rights","indicator_1947","failure"
"ad-dcsync-check-replication-rights","indicator_1948","failure"
"ad-dcsync-check-replication-rights","indicator_1949","failure"
"ad-dcsync-check-replication-rights","indicator_1950","failure"
"mimikatz-sekurlsa-logonpasswords","indicator_1951","success"
"mimikatz-sekurlsa-logonpasswords","indicator_1952","success"
"mimikatz-sekurlsa-logonpasswords","indicator_1953","success"
"mimikatz-sekurlsa-logonpasswords","indicator_1954","success"
"mimikatz-sekurlsa-logonpasswords","indicator_1955","success"
"mimikatz-sekurlsa-logonpasswords","indicator_1956","success"
"mimikatz-sekurlsa-logonpasswords","indicator_1957","failure"
"mimikatz-sekurlsa-logonpasswords","indicator_1958","failure"
"mimikatz-sekurlsa-logonpasswords","indicator_1959","failure"
"mimikatz-sekurlsa-logonpasswords","indicator_1960","failure"
"mimikatz-logonpasswords","indicator_1961","success"
"mimikatz-logonpasswords","indicator_1962","success"
"mimikatz-logonpasswords","indicator_1963","failure"
"mimikatz-export-tickets","indicator_1964","success"
"mimikatz-export-tickets","indicator_1965","success"
"mimikatz-export-tickets","indicator_1966","failure"
"mimikatz-sekurlsa-tickets-export","indicator_1967","success"
"mimikatz-sekurlsa-tickets-export","indicator_1968","success"
"mimikatz-sekurlsa-tickets-export","indicator_1969","success"
"mimikatz-sekurlsa-tickets-export","indicator_1970","success"
"mimikatz-sekurlsa-tickets-export","indicator_1971","success"
"mimikatz-sekurlsa-tickets-export","indicator_1972","success"
"mimikatz-sekurlsa-tickets-export","indicator_1973","failure"
"mimikatz-sekurlsa-tickets-export","indicator_1974","failure"
"mimikatz-sekurlsa-tickets-export","indicator_1975","failure"
"mimikatz","indicator_1976","success"
"mimikatz","indicator_1977","success"
"mimikatz","indicator_1978","failure"
"mimikatz","indicator_1979","failure"
"kerberos-rubeus-ptt","indicator_1980","success"
"kerberos-rubeus-ptt","indicator_1981","success"
"kerberos-rubeus-ptt","indicator_1982","failure"
"kerberos-rubeus-ptt","indicator_1983","failure"
"mimikatz-privilege-debug","indicator_1984","success"
"mimikatz-privilege-debug","indicator_1985","success"
"mimikatz-privilege-debug","indicator_1986","failure"
"mimikatz-privilege-debug","indicator_1987","failure"
"gmsadumper","indicator_1988","success"
"gmsadumper","indicator_1989","success"
"gmsadumper","indicator_1990","success"
"gmsadumper","indicator_1991","failure"
"gmsadumper","indicator_1992","failure"
"gmsadumper","indicator_1993","failure"
"bloodyad-gmsa","indicator_1994","success"
"bloodyad-gmsa","indicator_1995","success"
"bloodyad-gmsa","indicator_1996","failure"
"bloodyad-gmsa","indicator_1997","failure"
"laps-password-cme","indicator_1998","success"
"laps-password-cme","indicator_1999","success"
"laps-password-cme","indicator_2000","failure"
"laps-password-cme","indicator_2001","failure"
"laps-password-ldapsearch","indicator_2002","success"
"laps-password-ldapsearch","indicator_2003","failure"
"laps-password-ldapsearch","indicator_2004","failure"
"powerview-gmsa","indicator_2005","success"
"powerview-gmsa","indicator_2006","failure"
"powerview-gmsa","indicator_2007","failure"
"certipy-find","indicator_2008","success"
"certipy-find","indicator_2009","success"
"certipy-find","indicator_2010","success"
"certipy-find","indicator_2011","success"
"certipy-find","indicator_2012","failure"
"certipy-find","indicator_2013","failure"
"certipy-find","indicator_2014","failure"
"certipy-req-esc1","indicator_2015","success"
"certipy-req-esc1","indicator_2016","success"
"certipy-req-esc1","indicator_2017","failure"
"certipy-req-esc1","indicator_2018","failure"
"certipy-req-esc1","indicator_2019","failure"
"certipy-auth","indicator_2020","success"
"certipy-auth","indicator_2021","success"
"certipy-auth","indicator_2022","failure"
"certipy-auth","indicator_2023","failure"
"certipy-req-esc4","indicator_2024","success"
"certipy-req-esc4","indicator_2025","success"
"certipy-req-esc4","indicator_2026","failure"
"certipy-req-esc4","indicator_2027","failure"
"certipy-req-esc7","indicator_2028","success"
"certipy-req-esc7","indicator_2029","failure"
"certipy-req-esc7","indicator_2030","failure"
"certipy-forge","indicator_2031","success"
"certipy-forge","indicator_2032","failure"
"certipy-forge","indicator_2033","failure"
"certipy-shadow","indicator_2034","success"
"certipy-shadow","indicator_2035","success"
"certipy-shadow","indicator_2036","failure"
"certipy-shadow","indicator_2037","failure"
"certify-find","indicator_2038","success"
"certify-find","indicator_2039","success"
"certify-find","indicator_2040","success"
"certify-find","indicator_2041","failure"
"certify-find","indicator_2042","failure"
"certify-request","indicator_2043","success"
"certify-request","indicator_2044","success"
"certify-request","indicator_2045","failure"
"certify-request","indicator_2046","failure"
"rubeus-asktgt-cert","indicator_2047","success"
"rubeus-asktgt-cert","indicator_2048","success"
"rubeus-asktgt-cert","indicator_2049","failure"
"rubeus-asktgt-cert","indicator_2050","failure"
"mimikatz-overpass-the-hash","indicator_2051","success"
"mimikatz-overpass-the-hash","indicator_2052","success"
"mimikatz-overpass-the-hash","indicator_2053","success"
"mimikatz-overpass-the-hash","indicator_2054","success"
"mimikatz-overpass-the-hash","indicator_2055","success"
"mimikatz-overpass-the-hash","indicator_2056","success"
"mimikatz-overpass-the-hash","indicator_2057","failure"
"mimikatz-overpass-the-hash","indicator_2058","failure"
"mimikatz-overpass-the-hash","indicator_2059","failure"
"mimikatz-overpass-the-hash","indicator_2060","failure"
"mimikatz-token-elevate","indicator_2061","success"
"mimikatz-token-elevate","indicator_2062","success"
"mimikatz-token-elevate","indicator_2063","success"
"mimikatz-token-elevate","indicator_2064","success"
"mimikatz-token-elevate","indicator_2065","failure"
"mimikatz-token-elevate","indicator_2066","failure"
"mimikatz-token-elevate","indicator_2067","failure"
"mimikatz-token-elevate-domainadmin","indicator_2068","success"
"mimikatz-token-elevate-domainadmin","indicator_2069","success"
"mimikatz-token-elevate-domainadmin","indicator_2070","success"
"mimikatz-token-elevate-domainadmin","indicator_2071","failure"
"mimikatz-token-elevate-domainadmin","indicator_2072","failure"
"mimikatz-token-revert","indicator_2073","success"
"mimikatz-dcsync-user","indicator_2074","success"
"mimikatz-dcsync-user","indicator_2075","success"
"mimikatz-dcsync-user","indicator_2076","success"
"mimikatz-dcsync-user","indicator_2077","success"
"mimikatz-dcsync-user","indicator_2078","failure"
"mimikatz-dcsync-user","indicator_2079","failure"
"mimikatz-dcsync-user","indicator_2080","failure"
"mimikatz-dcsync-all","indicator_2081","success"
"mimikatz-dcsync-all","indicator_2082","success"
"mimikatz-dcsync-all","indicator_2083","failure"
"mimikatz-dcsync-all","indicator_2084","failure"
"mimikatz-sekurlsa-ekeys","indicator_2085","success"
